LCR	DESC	DATETIME	NO	LOCATION
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 3:33	P15002757	"(35.78035618586641, -78.6376209123474)"
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 2:50	P15002766	"(35.820808788960804, -78.66398234458684)"
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 2:39	P15002750	"(35.800244284642595, -78.64605319839234)"
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 2:34	P15002751	"(35.80397616096944, -78.62036697370664)"
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 2:04	P15002748	"(35.77874667940986, -78.6418001197421)"
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 1:22	P15002745	"(35.90532446732784, -78.65067280928326)"
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 1:01	P15002746	"(35.83157268221527, -78.58455653643172)"
71A	Traffic/DWI (Driving While Impaired)	1/16/2015 0:14	P15002731	"(35.757772473179216, -78.6496851407333)"
71A	Traffic/DWI (Driving While Impaired)	1/15/2015 18:22	P15002681	"(35.769128680439145, -78.64849924325749)"
71A	Traffic/DWI (Driving While Impaired)	1/15/2015 3:09	P15002568	"(35.78835231036651, -78.66225341885195)"
71A	Traffic/DWI (Driving While Impaired)	1/15/2015 2:47	P15002566	"(35.88929927765123, -78.6274770960483)"
71A	Traffic/DWI (Driving While Impaired)	1/15/2015 2:01	P15002562	"(35.79611525172273, -78.64129139623832)"
71A	Traffic/DWI (Driving While Impaired)	1/15/2015 1:49	P15002570	"(35.801327279508676, -78.68121681697444)"
71A	Traffic/DWI (Driving While Impaired)	1/15/2015 0:14	P15002561	"(35.80728017809497, -78.62129314048629)"
71A	Traffic/DWI (Driving While Impaired)	1/14/2015 23:37	P15002557	"(35.800515283231974, -78.63313190913355)"
71A	Traffic/DWI (Driving While Impaired)	1/13/2015 1:18	P15002222	"(35.796804860000066, -78.57512097699998)"
71A	Traffic/DWI (Driving While Impaired)	1/12/2015 0:42	P15002000	"(35.77780410718654, -78.63922615879017)"
71A	Traffic/DWI (Driving While Impaired)	1/11/2015 21:06	P15001996	"(35.79180842873711, -78.63419652553567)"
71A	Traffic/DWI (Driving While Impaired)	1/11/2015 4:01	P15001874	"(35.73666249118147, -78.65501637672394)"
71A	Traffic/DWI (Driving While Impaired)	1/11/2015 3:36	P15001884	"(35.78916503074301, -78.64512935966782)"
71A	Traffic/DWI (Driving While Impaired)	1/11/2015 3:07	P15001872	"(35.816529901825284, -78.61659270373495)"
71A	Traffic/DWI (Driving While Impaired)	1/11/2015 1:49	P15001864	"(35.78038324460524, -78.61584338115391)"
71A	Traffic/DWI (Driving While Impaired)	1/10/2015 23:39	P15001847	"(35.77230514009708, -78.64337848018243)"
71A	Traffic/DWI (Driving While Impaired)	1/10/2015 21:53	P15001857	"(35.91113416165924, -78.78331578454278)"
71A	Traffic/DWI (Driving While Impaired)	1/10/2015 21:28	P15001831	
71A	Traffic/DWI (Driving While Impaired)	1/10/2015 4:47	P15001713	"(35.829072786050155, -78.61950195602557)"
71A	Traffic/DWI (Driving While Impaired)	1/10/2015 3:47	P15001709	"(35.80490366376277, -78.56467302849684)"
71A	Traffic/DWI (Driving While Impaired)	1/10/2015 3:10	P15001704	"(35.80443612871652, -78.64598272628734)"
71A	Traffic/DWI (Driving While Impaired)	1/10/2015 3:03	P15001706	"(35.783979450131724, -78.64209974332793)"
71A	Traffic/DWI (Driving While Impaired)	1/10/2015 1:35	P15001696	"(35.767043936512934, -78.69818695556194)"
71A	Traffic/DWI (Driving While Impaired)	1/10/2015 0:50	P15001690	"(35.78830825930995, -78.63439084821505)"
71A	Traffic/DWI (Driving While Impaired)	1/9/2015 4:16	P15001483	"(35.76863685631424, -78.64657636611446)"
71A	Traffic/DWI (Driving While Impaired)	1/9/2015 3:56	P15001481	"(35.80463362142886, -78.65377153626713)"
71A	Traffic/DWI (Driving While Impaired)	1/9/2015 0:31	P15001471	"(35.804303951223375, -78.6451883630997)"
71A	Traffic/DWI (Driving While Impaired)	1/8/2015 5:16	P15001317	"(35.89057359888665, -78.55697742650159)"
71A	Traffic/DWI (Driving While Impaired)	1/8/2015 4:51	P15001316	"(35.808987395640955, -78.60278882713158)"
71A	Traffic/DWI (Driving While Impaired)	1/7/2015 23:10	P15001293	"(35.76808805795878, -78.62225657800214)"
71A	Traffic/DWI (Driving While Impaired)	1/7/2015 22:33	P15001288	"(35.81957828720305, -78.66346739186022)"
71A	Traffic/DWI (Driving While Impaired)	1/6/2015 7:28	P15000948	
71A	Traffic/DWI (Driving While Impaired)	1/6/2015 7:27	P15000946	
71A	Traffic/DWI (Driving While Impaired)	1/6/2015 3:02	P15000937	"(35.77917628216708, -78.61228052118953)"
71A	Traffic/DWI (Driving While Impaired)	1/5/2015 8:29	P15000749	"(35.83458020432117, -78.58161430704487)"
71A	Traffic/DWI (Driving While Impaired)	1/5/2015 3:12	P15000728	"(35.78546329702426, -78.64733077695345)"
71A	Traffic/DWI (Driving While Impaired)	1/5/2015 1:18	P15000721	"(35.863403047077014, -78.69608046470233)"
71A	Traffic/DWI (Driving While Impaired)	1/4/2015 4:33	P15000579	"(35.78303709737078, -78.68296995335362)"
71A	Traffic/DWI (Driving While Impaired)	1/4/2015 4:24	P15000578	"(35.83695121135411, -78.60181455194854)"
71A	Traffic/DWI (Driving While Impaired)	1/4/2015 3:55	P15000573	"(35.7813463746758, -78.64276462173946)"
71A	Traffic/DWI (Driving While Impaired)	1/4/2015 3:29	P15000568	"(35.836890442000026, -78.60265438599998)"
71A	Traffic/DWI (Driving While Impaired)	1/4/2015 2:50	P15000564	"(35.781398363214606, -78.64422770838068)"
71A	Traffic/DWI (Driving While Impaired)	1/4/2015 2:37	P15000582	"(35.784704292854904, -78.68885169319805)"
71A	Traffic/DWI (Driving While Impaired)	1/4/2015 0:29	P15000549	"(35.84808892722033, -78.71045978323804)"
71A	Traffic/DWI (Driving While Impaired)	1/3/2015 18:44	P15000496	"(35.76883137685878, -78.58039335317424)"
71A	Traffic/DWI (Driving While Impaired)	1/3/2015 4:41	P15000412	"(35.77986449594915, -78.62253194581999)"
71A	Traffic/DWI (Driving While Impaired)	1/3/2015 4:26	P15000410	"(35.813479462721574, -78.65110686572389)"
71A	Traffic/DWI (Driving While Impaired)	1/3/2015 3:39	P15000414	"(35.77894510150116, -78.64343584769041)"
71A	Traffic/DWI (Driving While Impaired)	1/3/2015 1:42	P15000391	"(35.817072399651664, -78.66134731401007)"
71A	Traffic/DWI (Driving While Impaired)	1/3/2015 1:24	P15000389	"(35.78076324644852, -78.64826424465522)"
71A	Traffic/DWI (Driving While Impaired)	1/2/2015 23:27	P15000373	
71A	Traffic/DWI (Driving While Impaired)	1/2/2015 20:37	P15000354	"(35.816209767915126, -78.69017571455572)"
71A	Traffic/DWI (Driving While Impaired)	1/2/2015 5:19	P15000222	"(35.81718748153027, -78.66182252470195)"
71A	Traffic/DWI (Driving While Impaired)	1/2/2015 3:07	P15000216	"(35.80051993668087, -78.63364423071447)"
71A	Traffic/DWI (Driving While Impaired)	1/2/2015 1:09	P15000221	"(35.78118403808452, -78.57288635636569)"
71A	Traffic/DWI (Driving While Impaired)	1/2/2015 1:03	P15000220	"(35.76454914179509, -78.64994512630929)"
71A	Traffic/DWI (Driving While Impaired)	1/2/2015 0:32	P15000207	"(35.75252483748989, -78.6422226073005)"
71A	Traffic/DWI (Driving While Impaired)	1/2/2015 0:31	P15000206	"(35.83692859347787, -78.64067362615842)"
71A	Traffic/DWI (Driving While Impaired)	1/1/2015 4:49	P15000062	"(35.831994078207856, -78.66737154157484)"
71A	Traffic/DWI (Driving While Impaired)	1/1/2015 3:56	P15000050	"(35.77556566870189, -78.62176822782781)"
71A	Traffic/DWI (Driving While Impaired)	1/1/2015 3:35	P15000044	"(35.79561466632121, -78.64070255677223)"
71A	Traffic/DWI (Driving While Impaired)	1/1/2015 3:09	P15000059	"(35.86537071648956, -78.71726777144843)"
71A	Traffic/DWI (Driving While Impaired)	1/1/2015 1:49	P15000048	"(35.8698589406785, -78.6444498659392)"
